dataset;session;speaker;utterance
dtrs-11;15-sharing-insights-from-cocreation-workshops-1;Rose;all right so this is the company profile (.) and so right from the start I think what everybody (.) eh wanted was a- something they had have some kind of special (INAUDIBLE) high tech, but they also- would like the thing about technology is a thing that the company want - only that company (INAUDIBLE) so it's like the tech (pack?) only that company had (..) that's the one right, right (.) you know like special technology
dtrs-11;15-sharing-insights-from-cocreation-workshops-1;Kenny;yeah special technology
dtrs-11;15-sharing-insights-from-cocreation-workshops-1;Rose;so technology so some kind of special technology, but the- it was also environment and ecology so-
dtrs-11;15-sharing-insights-from-cocreation-workshops-1;Kenny;mmh
dtrs-11;15-sharing-insights-from-cocreation-workshops-1;Rose;then (..) I think this was a bit (INAUDIBLE) the kind they were thinking about it was suitable for everyone, then happened (she said kinda suggestful?) ant the more premium
dtrs-11;15-sharing-insights-from-cocreation-workshops-1;Kenny;I think so (their (.) additional target?)
dtrs-11;15-sharing-insights-from-cocreation-workshops-1;Rose;target, yeah exactly and that- so this also like that tech have to be special, like - that they also wanted it  to be caring for others. So this was actually in the true in the (new guide?) okay(.) yes. So here was the whole eventually expended into like (how company conscience?) must be about the necessarily and things like that (.) he (.) he wrote himself that it had to be caring for people, you know before we starting discussing this whole talk about-yeah. I think that point was that the if ah if you come and explain this environment friendly. We had to have the kind of technology behind it to support the environment friendly so  the technology is the reason to believe for the the environment friendly, yeah so it's kinda like we hand in hand, it was how it was solved
dtrs-11;15-sharing-insights-from-cocreation-workshops-1;Kenny;(INAUDIBLE) and the technology for it. One interesting thing is that I noticed that all THE COMPANY PRODUCT drivers (.) they all care about the environment, caring (.) in to this very obvious idea driving a COMPANY PRODUCT (..) they really [stand out from the rest of the group] (.) yeah (.) so it's quite- I think- you can hear it immediately that they are COMPANY PRODUCT drivers, even [without knowing]
dtrs-11;15-sharing-insights-from-cocreation-workshops-1;Rose;[also the other COMPANY PRODUCT drivers]
dtrs-11;15-sharing-insights-from-cocreation-workshops-1;Rose;[two of them, yeah, it's]
dtrs-11;15-sharing-insights-from-cocreation-workshops-1;Kenny;Yeah Ying and the new guy
dtrs-11;15-sharing-insights-from-cocreation-workshops-1;Rose;yeah Ying and eh the new guy, the (true?) guy. Both of them are COMPANY PRODUCT drivers and they are very much into technical  (INAUDIBLE) and then, so I guess the part the couldn't (INAUDIBLE) with anybody, the same ideas that (INAUDIBLE) I think (..) the the best way they could sort of see it was if you were doing something that was a environment friendly (emo- invention?) this idea I think was Yang, they could see is environment friendly, but then actually because this was done at company level, so to them added value really (.) only comes when you get to the product level because then you can see the actual benefits of the product. so because this was at the company level, this was the only way that they could kind of [resolve the idea that]
dtrs-11;15-sharing-insights-from-cocreation-workshops-1;Kenny;[the identity of the company] through the product
dtrs-11;15-sharing-insights-from-cocreation-workshops-1;Rose;yeah
dtrs-11;15-sharing-insights-from-cocreation-workshops-1;Kenny;it was kinda hard, I felt it was a little [bit of hard work]
dtrs-11;15-sharing-insights-from-cocreation-workshops-1;Rose;[hard yes]
dtrs-11;15-sharing-insights-from-cocreation-workshops-1;Kenny;easy to- to- I don't know what is the valuable kind of (INAUDIBLE)
dtrs-11;15-sharing-insights-from-cocreation-workshops-1;Tiffany;because they talked about the product
dtrs-11;15-sharing-insights-from-cocreation-workshops-1;Rose;yes they kept going [back to the product]
dtrs-11;15-sharing-insights-from-cocreation-workshops-1;Kenny;[yeah yes]
dtrs-11;15-sharing-insights-from-cocreation-workshops-1;Rose;yes, so- ah
dtrs-11;15-sharing-insights-from-cocreation-workshops-1;Kenny;what- what does this mean? [
dtrs-11;15-sharing-insights-from-cocreation-workshops-1;Rose;oh that, then it had to be also about what ever benefit had to be more directly visible, also that you could immediately that that was a a- project yeah I think that was what I meant
dtrs-11;15-sharing-insights-from-cocreation-workshops-1;Kenny;yeah
dtrs-11;15-sharing-insights-from-cocreation-workshops-1;Rose;directly visible
dtrs-11;15-sharing-insights-from-cocreation-workshops-1;Kenny;mmh
dtrs-11;15-sharing-insights-from-cocreation-workshops-1;Rose;"ahm just that- and then I think, at the ""company level"" it was quite hard to actually show all the product and what the value is and I think this is also coming back to the product level, because [if] that the product level you can see that is affecting the society, then you can (also see?) that this company is a (INAUDIBLE) this is (INAUDIBLE)"
dtrs-11;15-sharing-insights-from-cocreation-workshops-1;Abby;[what are they?]
dtrs-11;15-sharing-insights-from-cocreation-workshops-1;Abby;yeah
dtrs-11;15-sharing-insights-from-cocreation-workshops-1;Rose;"But then, I think- but this is also a part of- I think we asked, I think you actually asked them that ""what is a company doing as to (comfy?)"" right, that you are evidently just exactly what- like you actually kind of somehow shut it out, that people knew that as a company that's what you are actually (INAUDIBLE) they do stuff that kind of (INAUDIBLE). So this is then how- so the same thing that (.) you- we had a bit more about. I think this is Yen actually, because there is two different ones, but - ah they had to pick out if you (INAUDIBLE) to care for and then you provide them- (..) (break where Rose reads on post-it)."
dtrs-11;15-sharing-insights-from-cocreation-workshops-1;Rose;So you have care for your employees, so they are (compassionate?) and- really
dtrs-11;15-sharing-insights-from-cocreation-workshops-1;Tiffany;they talked a lot about caring for the employees
dtrs-11;15-sharing-insights-from-cocreation-workshops-1;Rose;yeah care together with company culture- so it's how it will- I think (..) that at least I guess- well the- I think the three guys all- it had to be like sort of top down, so the boss would have to embody the values of looking after your employees [the recognize]
dtrs-11;15-sharing-insights-from-cocreation-workshops-1;Tiffany;[recognize] so they say a little, but they have a (path?)
dtrs-11;15-sharing-insights-from-cocreation-workshops-1;Kenny;"what I didn't really understood is what was the driver behind it? Was it to in the end get better products or was it because they generally wanted to (.) feel better, because they have- maybe- I was thinking maybe they try to change a situation where they felt like "" I want more freedom for my self, I want my boss to care for me"""
dtrs-11;15-sharing-insights-from-cocreation-workshops-1;Rose;yeah-
dtrs-11;15-sharing-insights-from-cocreation-workshops-1;Kenny;or was it just to makes for a better- [product]
dtrs-11;15-sharing-insights-from-cocreation-workshops-1;Rose;[better-] I think it was making the product better. I think it was actually the more (altruistic?) values yeah
dtrs-11;15-sharing-insights-from-cocreation-workshops-1;Kenny;yeah- because they expressed the link (.) to the product (..) but I was in doubt that is was because you just wanted to express your self or to argue that it does actually also bring value back to the product that the company through moniterizing
dtrs-11;15-sharing-insights-from-cocreation-workshops-1;Rose;"yeah I think  that actually they are (.) fancying - I mean the- at least Ying I think is the most (aggressive?) with these things, right? Ying thinks actually truly believes that the company- especially that the boss should have (.)  that kind of at- at least because he was the one that talked about ""I don't want to become- I actually want to become (INAUDIBLE) and choose the employee that would do all and embrace the same value as the company"". I think he was like that. Yen as well. He was the one right from the start thinking about people being sincere when they together, than having a passionate bit- ahm- Heidi also said that she wanted more ahm equal kind of like plain field in the working environment where people will be more equal and treat each other friendly- to each other. So I think they all- they all kind of share that kind of common sort of"
dtrs-11;15-sharing-insights-from-cocreation-workshops-1;Abby;and they kind of (INAUDIBLE) way of doing to other
