dataset;session;speaker;utterance
dtrs-11;17-sharing-insights-from-cocreation-workshops-3;Rose;So I think the thing that came up the first all came here, it was environment and safety and they- and they sort of said it in the same breath, although I guess to them it means different things, but then they just linked (.) these are two strongest things that they associated mo'- (turns post-it cardboard around for the others to see) (..) So, the two things that they associated most were environment and safety. And so (.) I think safety was the one that it was like easiest for them to talk about, they could talk about everything, like- so I guess the few people who spoke first were the THE COMPANY PRODUCT owners who had all the features in the cars they need, uhm
dtrs-11;17-sharing-insights-from-cocreation-workshops-3;Abby;"Yeah. The new guy was just (.) he just wanted to go first, like ""oh oh!"""
dtrs-11;17-sharing-insights-from-cocreation-workshops-3;Kenny;"""I know it, I know the answer!"" (laughter)"
dtrs-11;17-sharing-insights-from-cocreation-workshops-3;Nina;"You could just really see that they are proud that they own THE COMPANY PRODUCT. Like, you know? Like, you know I have to say this, I have to say- there was like- kind of like they were, like, competing like ""oh I have this feature and have that"", you know? Like, and then the others like ""oh I'm a Mercedes, so"" (laughter)"
dtrs-11;17-sharing-insights-from-cocreation-workshops-3;Kenny;But actually, I think Heidi, she was quite involved too, she knew a lot about cars and like-
dtrs-11;17-sharing-insights-from-cocreation-workshops-3;Rose;Yeah yeah. She was the seatbelt woman.
dtrs-11;17-sharing-insights-from-cocreation-workshops-3;Kenny;And she [doesn't drive THE COMPANY PRODUCT, right?]
dtrs-11;17-sharing-insights-from-cocreation-workshops-3;Abby;[Yeah, exactly. No].
dtrs-11;17-sharing-insights-from-cocreation-workshops-3;Kenny;[No. She knew that THE COMPANY invented seatbealt and the whole story].
dtrs-11;17-sharing-insights-from-cocreation-workshops-3;Abby;[And the whole story, yeah].
dtrs-11;17-sharing-insights-from-cocreation-workshops-3;Rose;So this is the great company that she talked about.
dtrs-11;17-sharing-insights-from-cocreation-workshops-3;Kenny;Yeah.
dtrs-11;17-sharing-insights-from-cocreation-workshops-3;Rose;I think what she really- so, greatness and truly (.) (INAUDIBLE) status word, so this one has a bit of (.) we use this word a lot for like (.) I have (.) eh for my mother for example, or for my parents, like you have that kind of-
dtrs-11;17-sharing-insights-from-cocreation-workshops-3;Abby;Kind of caring and-
dtrs-11;17-sharing-insights-from-cocreation-workshops-3;Rose;Yeah, like your- it's eh (.) like, if you think about how your mom will sacrifice anything for you, it's that kind of an idea. So it's not just great, it's like really admirable quality, like, like that- that was what, usually we use the word for that, so. So I mean she said this is the one, (show?) her the seatbelt and sharing expertise which is- I think that was the key to the- [it was the (INAUDIBLE)].
dtrs-11;17-sharing-insights-from-cocreation-workshops-3;Tiffany;[Yes, yes, they didn't keep it for themselves, they were actually sharing with them, yeah].
dtrs-11;17-sharing-insights-from-cocreation-workshops-3;Abby;[Exactly, exactly. Planning the-]
dtrs-11;17-sharing-insights-from-cocreation-workshops-3;Rose;So safety safety safety everything, and then the environment-
dtrs-11;17-sharing-insights-from-cocreation-workshops-3;Abby;So I guess it's the surplus, in this thing here.
dtrs-11;17-sharing-insights-from-cocreation-workshops-3;Rose;Yes, it's actually-
dtrs-11;17-sharing-insights-from-cocreation-workshops-3;Abby;That you actually, you have this (.) I mean, you don't have to keep it for yourself, you are big enough to actually share with everyone, and you don't really get hurt by it, because it's something that you really want for the humanity to (laughs) to get.
dtrs-11;17-sharing-insights-from-cocreation-workshops-3;Tiffany;Yeah. And there is also-
dtrs-11;17-sharing-insights-from-cocreation-workshops-3;Kenny;Maybe mother is a good example, a mother's greatness, I mean. The mother will give the children the good pieces of chicken and eat the rest of it herself.
dtrs-11;17-sharing-insights-from-cocreation-workshops-3;Rose;Yeah, exactly.
dtrs-11;17-sharing-insights-from-cocreation-workshops-3;Kenny;That kind of eh greatness, yes.
dtrs-11;17-sharing-insights-from-cocreation-workshops-3;Rose;Yeah, that kind of greatness.
dtrs-11;17-sharing-insights-from-cocreation-workshops-3;Tiffany;And then it's also in our communication, at the safety center, it is about that we meant that it's safe to build in a love of stories there, and that now all the cars are set, so. She had a great (INAUDIBLE).
dtrs-11;17-sharing-insights-from-cocreation-workshops-3;Rose;Then the environmental friendly measure- I think they didn't (.) know what exactly is environmental friendly, they just had that perception that it was environmentally friendly.
dtrs-11;17-sharing-insights-from-cocreation-workshops-3;Kenny;Yeah.
dtrs-11;17-sharing-insights-from-cocreation-workshops-3;Abby;Yeah.
dtrs-11;17-sharing-insights-from-cocreation-workshops-3;Tiffany;Yeah.
dtrs-11;17-sharing-insights-from-cocreation-workshops-3;Nina;Also recycling, like the materials, no they didn't mention that here?
dtrs-11;17-sharing-insights-from-cocreation-workshops-3;Tiffany;Eh no here they mentioned that they are using certified used standard materials.
dtrs-11;17-sharing-insights-from-cocreation-workshops-3;Rose;Yeah, so that it mix- mix the-
dtrs-11;17-sharing-insights-from-cocreation-workshops-3;Tiffany;And no smell.
dtrs-11;17-sharing-insights-from-cocreation-workshops-3;Rose;Yeah, and no smell.
dtrs-11;17-sharing-insights-from-cocreation-workshops-3;Tiffany;Yeah.
dtrs-11;17-sharing-insights-from-cocreation-workshops-3;Abby;But again, I mean, BMW or Mercedes or Audi will do the same, right?
dtrs-11;17-sharing-insights-from-cocreation-workshops-3;Rose;Will also make the same standards, right, yeah, that's what I was thinking.
dtrs-11;17-sharing-insights-from-cocreation-workshops-3;Abby;Yeah, so.
dtrs-11;17-sharing-insights-from-cocreation-workshops-3;Rose;I think it's probably the smell I think, 'cause most- most of the owners always talk about how, when you're going to a THE COMPANY car, there's no smell than if you go to like the other cars, but. Yeah, so, this was the thing.
dtrs-11;17-sharing-insights-from-cocreation-workshops-3;Tiffany;Mhm.
dtrs-11;17-sharing-insights-from-cocreation-workshops-3;Rose;Then- then this was kind of the components of (.) the facets, the qualities of the brand.
dtrs-11;17-sharing-insights-from-cocreation-workshops-3;Tiffany;(INAUDIBLE)
dtrs-11;17-sharing-insights-from-cocreation-workshops-3;Rose;"Well understated, very understated. This is a word that- this isn't also translated really well in English, so, in a way it's ""grand"", so but then it actually has a bit more of the feeling of the car, so it's not just grand as in big, but it has the aura kind of an ""I do"", kind of (INAUDIBLE)."
dtrs-11;17-sharing-insights-from-cocreation-workshops-3;Abby;So is it the premium feeling that you get when you (.) go into it, or is it-
dtrs-11;17-sharing-insights-from-cocreation-workshops-3;Rose;"So, I think what- when she first- or whoever first wrote it, the word that they were try- they first said that it was because when I see the car (INAUDIBLE) they are quite big, so I think that's why they used that word. But usually when you use this word it's not just ""big"" as size, but it's the (.) almost like a stature that comes together with it. Not the status, but the stature of the car that, like the aura that comes with the car, so that's the (.) that's the word for it. So it's like ""grand""."
dtrs-11;17-sharing-insights-from-cocreation-workshops-3;Abby;"I think it was translated to ""spacious"" in the (.) by the translators, I guess it's-"
dtrs-11;17-sharing-insights-from-cocreation-workshops-3;Rose;"There's a- there's ""spacious"" here though. (points to post-it)"
dtrs-11;17-sharing-insights-from-cocreation-workshops-3;Abby;Ah okay, so maybe that's just-
dtrs-11;17-sharing-insights-from-cocreation-workshops-3;Rose;There's spacious here, yeah.
dtrs-11;17-sharing-insights-from-cocreation-workshops-3;Abby;Okay, yeah.
dtrs-11;17-sharing-insights-from-cocreation-workshops-3;Rose;"This is like ""grand""."
dtrs-11;17-sharing-insights-from-cocreation-workshops-3;Abby;Yeah.
dtrs-11;17-sharing-insights-from-cocreation-workshops-3;Rose;"Kind of an idea of ""grand"". Ehm, we had a few personal lights, but they didn't really say- I think- oh, no it was nice, it's more like (.) human centered."
dtrs-11;17-sharing-insights-from-cocreation-workshops-3;Kenny;Oh yeah.
dtrs-11;17-sharing-insights-from-cocreation-workshops-3;Rose;(INAUDIBLE) (laughter)
dtrs-11;17-sharing-insights-from-cocreation-workshops-3;Kenny;You can write upside down (laughter)
dtrs-11;17-sharing-insights-from-cocreation-workshops-3;Tiffany;(..) They said something that the authority people does not boy- buy THE COMPANY PRODUCTs.
dtrs-11;17-sharing-insights-from-cocreation-workshops-3;Rose;Sorry?
